Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
41,Sat Mar 23 2002,15:00,GMT/+0000,Bristol Rovers,0-0,Exeter City,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Lincoln City,0-1,Plymouth Argyle,2002-03-23T15:00Z
32,Tue Mar 26 2002,19:45,GMT/+0000,York City,2-0,Lincoln City,2002-03-26T19:45Z
27,Tue Mar 26 2002,19:45,GMT/+0000,Rochdale AFC,1-3,Plymouth Argyle,2002-03-26T19:45Z
34,Tue Mar 26 2002,19:45,GMT/+0000,Cheltenham Town,2-1,Kidderminster Harriers,2002-03-26T19:45Z
42,Fri Mar 29 2002,19:45,GMT/+0000,Halifax Town,2-2,Carlisle United,2002-03-29T19:45Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Shrewsbury Town,0-1,Torquay United,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Scunthorpe United,1-2,Cheltenham Town,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Rochdale AFC,3-0,Leyton Orient,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Plymouth Argyle,1-0,Bristol Rovers,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Mansfield Town,1-4,Rushden & Diamonds FC,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Oxford United,1-2,Hartlepool United,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Exeter City,1-1,Lincoln City,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Hull City,1-2,Darlington FC,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Kidderminster Harriers,2-0,Southend United,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Macclesfield Town,2-1,York City,2002-03-30T15:00Z
42,Sat Mar 30 2002,15:00,GMT/+0000,Swansea City,1-3,Luton Town,2002-03-30T15:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Rushden & Diamonds FC,4-0,Swansea City,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Southend United,3-1,Exeter City,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Torquay United,3-0,Rochdale AFC,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,York City,1-0,Oxford United,2002-04-01T14:00Z
43,Mon Apr 1 2002,12:30,BST/+0100,Luton Town,5-3,Mansfield Town,2002-04-01T11:30Z
43,Mon Apr 1 2002,15:00,BST/+0100,Lincoln City,1-2,Shrewsbury Town,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Leyton Orient,0-0,Scunthorpe United,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Bristol Rovers,2-1,Kidderminster Harriers,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Carlisle United,3-2,Macclesfield Town,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Cheltenham Town,1-0,Hull City,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Darlington FC,5-0,Halifax Town,2002-04-01T14:00Z
43,Mon Apr 1 2002,15:00,BST/+0100,Hartlepool United,1-0,Plymouth Argyle,2002-04-01T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Shrewsbury Town,1-0,Carlisle United,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Swansea City,0-1,York City,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Scunthorpe United,1-1,Rushden & Diamonds FC,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Rochdale AFC,3-1,Darlington FC,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Plymouth Argyle,0-0,Southend United,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Oxford United,1-1,Leyton Orient,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Halifax Town,0-2,Hartlepool United,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Hull City,0-4,Luton Town,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Kidderminster Harriers,1-1,Lincoln City,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Macclesfield Town,1-0,Cheltenham Town,2002-04-06T14:00Z
44,Sat Apr 6 2002,15:00,BST/+0100,Mansfield Town,2-0,Bristol Rovers,2002-04-06T14:00Z
44,Sun Apr 7 2002,14:15,BST/+0100,Exeter City,0-0,Torquay United,2002-04-07T13:15Z
36,Tue Apr 9 2002,19:45,BST/+0100,Rochdale AFC,3-2,Hull City,2002-04-09T18:45Z
27,Tue Apr 9 2002,19:45,BST/+0100,Mansfield Town,2-1,Cheltenham Town,2002-04-09T18:45Z
36,Tue Apr 9 2002,19:45,BST/+0100,York City,0-0,Carlisle United,2002-04-09T18:45Z
45,Sat Apr 13 2002,15:00,BST/+0100,Torquay United,2-4,Halifax Town,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,York City,3-1,Mansfield Town,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Southend United,0-2,Shrewsbury Town,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Bristol Rovers,1-1,Hull City,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Carlisle United,0-2,Plymouth Argyle,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Cheltenham Town,2-0,Oxford United,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Darlington FC,2-1,Scunthorpe United,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Hartlepool United,7-1,Swansea City,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Leyton Orient,1-1,Exeter City,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Lincoln City,1-1,Rochdale AFC,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Luton Town,0-0,Macclesfield Town,2002-04-13T14:00Z
45,Sat Apr 13 2002,15:00,BST/+0100,Rushden & Diamonds FC,0-2,Kidderminster Harriers,2002-04-13T14:00Z
39,Mon Apr 15 2002,19:30,BST/+0100,Darlington FC,1-4,Plymouth Argyle,2002-04-15T18:30Z
37,Tue Apr 16 2002,19:45,BST/+0100,York City,3-0,Bristol Rovers,2002-04-16T18:45Z
35,Tue Apr 16 2002,19:45,BST/+0100,Carlisle United,0-0,Cheltenham Town,2002-04-16T18:45Z
46,Sat Apr 20 2002,15:00,BST/+0100,Exeter City,0-2,Hartlepool United,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Halifax Town,2-4,Rushden & Diamonds FC,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Hull City,1-1,Lincoln City,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Kidderminster Harriers,0-1,Leyton Orient,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Macclesfield Town,0-0,Southend United,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Mansfield Town,2-0,Carlisle United,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Oxford United,1-2,Darlington FC,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Plymouth Argyle,2-0,Cheltenham Town,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Rochdale AFC,2-1,Bristol Rovers,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Scunthorpe United,1-0,York City,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Shrewsbury Town,0-2,Luton Town,2002-04-20T14:00Z
46,Sat Apr 20 2002,15:00,BST/+0100,Swansea City,2-2,Torquay United,2002-04-20T14:00Z
