Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,FC Zlínsko,,,FC Hlučín,,2024-11-17T12:30Z
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,SK Uničov,,,TJ Start Brno,,2024-11-17T12:30Z
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,1. SC Znojmo,,,FC Zbrojovka Brno B,,2024-11-17T12:30Z
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,FC Strání,,,FC Slovan Rosice,,2024-11-17T12:30Z
ČFL B,15,Sun Nov 17 2024,13:30,CET/+0100,SK Zápy,,,Slovan Liberec B,,2024-11-17T12:30Z
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,FK Třinec,,,FK Hodonín,,2024-11-17T12:30Z
ČFL B,16,Sat Nov 23 2024,13:30,CET/+0100,FK Pardubice B,,,FK Teplice B,,2024-11-23T12:30Z
ČFL B,16,Sat Nov 23 2024,13:30,CET/+0100,Slovan Liberec B,,,FK Ústí nad Labem,,2024-11-23T12:30Z
ČFL B,16,Sat Nov 23 2024,13:30,CET/+0100,FK Jablonec B,,,SK Zápy,,2024-11-23T12:30Z
ČFL A,16,Sat Nov 23 2024,13:30,CET/+0100,FK Admira Praha,,,FK MAS Táborsko B,,2024-11-23T12:30Z
ČFL B,16,Sat Nov 23 2024,13:30,CET/+0100,SK Kladno,,,Sokol Brozany,,2024-11-23T12:30Z
ČFL B,16,Sat Nov 23 2024,13:30,CET/+0100,Sokol Živanice,,,Baník Most - Souš,,2024-11-23T12:30Z
ČFL B,16,Sat Nov 23 2024,13:30,CET/+0100,FK Kolín,,,Chlumec nad Cidlinou,,2024-11-23T12:30Z
ČFL B,16,Sat Nov 23 2024,13:30,CET/+0100,Arsenal Česká Lípa,,,Jiskra Ústí nad Orlicí,,2024-11-23T12:30Z
ČFL A,16,Sat Nov 23 2024,,,Dynamo České Budějovice B,(*),,FK Robstav,cancelled,
ČFL A,16,Sat Nov 23 2024,13:30,CET/+0100,FK Loko Vltavín,,,SK Petřín Plzeň,,2024-11-23T12:30Z
ČFL A,16,Sat Nov 23 2024,13:30,CET/+0100,Sokol Hostouň,,,FK Dukla Praha B,,2024-11-23T12:30Z
ČFL A,16,Sat Nov 23 2024,13:30,CET/+0100,TJ Jiskra Domažlice,,,Bohemians Praha 1905 B,,2024-11-23T12:30Z
ČFL A,16,Sat Nov 23 2024,13:30,CET/+0100,Povltavská FA,,,FK Motorlet Praha,,2024-11-23T12:30Z
ČFL A,16,Sat Nov 23 2024,13:30,CET/+0100,FC Chomutov,,,Slovan Velvary,,2024-11-23T12:30Z
ČFL B,16,Sun Nov 24 2024,10:15,CET/+0100,FC Hradec Králové B,,,FK Mlada Boleslav B,,2024-11-24T09:15Z
ČFL A,16,Sun Nov 24 2024,10:30,CET/+0100,Viktoria Plzeň B,,,FC Písek,,2024-11-24T09:30Z
