Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
42,Sat Apr 14 2001,15:00,BST/+0100,Exeter City,2-2,Southend United,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,York City,2-1,Halifax Town,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Shrewsbury Town,0-2,Scunthorpe United,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Hartlepool United,0-1,Hull City,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Macclesfield Town,0-0,Rochdale AFC,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Mansfield Town,0-0,Torquay United,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Plymouth Argyle,0-2,Brighton & Hove Albion,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Chesterfield FC,1-0,Kidderminster Harriers,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Darlington FC,2-0,Cardiff City,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Cheltenham Town,2-1,Lincoln City,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Carlisle United,1-0,Blackpool FC,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Barnet FC,1-2,Leyton Orient,2001-04-14T14:00Z
43,Mon Apr 16 2001,13:00,BST/+0100,Brighton & Hove Albion,2-0,Darlington FC,2001-04-16T12:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Lincoln City,2-1,Barnet FC,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Leyton Orient,3-1,Hartlepool United,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Kidderminster Harriers,3-0,Plymouth Argyle,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Hull City,0-0,York City,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Cardiff City,3-3,Chesterfield FC,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Blackpool FC,0-0,Cheltenham Town,2001-04-16T14:00Z
43,Mon Apr 16 2001,13:00,BST/+0100,Halifax Town,3-0,Macclesfield Town,2001-04-16T12:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Scunthorpe United,3-0,Carlisle United,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Torquay United,0-0,Shrewsbury Town,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Rochdale AFC,3-0,Exeter City,2001-04-16T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Shrewsbury Town,1-0,Blackpool FC,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Plymouth Argyle,3-1,Torquay United,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Chesterfield FC,1-2,Lincoln City,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Mansfield Town,2-0,Leyton Orient,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Cheltenham Town,1-3,Kidderminster Harriers,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Macclesfield Town,1-0,Southend United,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Barnet FC,3-0,Rochdale AFC,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Hartlepool United,1-0,Scunthorpe United,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Exeter City,0-0,Halifax Town,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Darlington FC,0-2,Hull City,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,York City,3-3,Cardiff City,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Carlisle United,0-0,Brighton & Hove Albion,2001-04-21T14:00Z
40,Mon Apr 23 2001,19:45,BST/+0100,Rochdale AFC,3-1,Lincoln City,2001-04-23T18:45Z
36,Tue Apr 24 2001,19:45,BST/+0100,Torquay United,2-1,Darlington FC,2001-04-24T18:45Z
39,Tue Apr 24 2001,19:45,BST/+0100,Mansfield Town,2-1,Cardiff City,2001-04-24T18:45Z
31,Tue Apr 24 2001,19:45,BST/+0100,Plymouth Argyle,3-3,Southend United,2001-04-24T18:45Z
41,Thu Apr 26 2001,19:45,BST/+0100,Blackpool FC,3-1,Rochdale AFC,2001-04-26T18:45Z
45,Sat Apr 28 2001,15:00,BST/+0100,Scunthorpe United,0-2,Exeter City,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Rochdale AFC,1-0,Mansfield Town,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Leyton Orient,0-0,Cheltenham Town,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Southend United,1-1,Carlisle United,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Lincoln City,2-1,Plymouth Argyle,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Kidderminster Harriers,0-1,Hartlepool United,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Hull City,3-1,Chesterfield FC,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Halifax Town,1-0,Darlington FC,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Cardiff City,3-1,Shrewsbury Town,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Blackpool FC,3-2,Barnet FC,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Brighton & Hove Albion,4-1,Macclesfield Town,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Torquay United,2-2,York City,2001-04-28T14:00Z
24,Mon Apr 30 2001,19:45,BST/+0100,Lincoln City,1-1,Halifax Town,2001-04-30T18:45Z
39,Tue May 1 2001,19:45,BST/+0100,Southend United,1-1,Hull City,2001-05-01T18:45Z
41,Tue May 1 2001,19:45,BST/+0100,Mansfield Town,3-2,Darlington FC,2001-05-01T18:45Z
19,Tue May 1 2001,19:45,BST/+0100,Rochdale AFC,2-1,Plymouth Argyle,2001-05-01T18:45Z
41,Tue May 1 2001,19:45,BST/+0100,Shrewsbury Town,2-0,York City,2001-05-01T18:45Z
39,Tue May 1 2001,19:45,BST/+0100,Brighton & Hove Albion,1-0,Chesterfield FC,2001-05-01T18:45Z
41,Wed May 2 2001,19:45,BST/+0100,Lincoln City,1-1,Carlisle United,2001-05-02T18:45Z
41,Thu May 3 2001,19:45,BST/+0100,Halifax Town,0-0,Brighton & Hove Albion,2001-05-03T18:45Z
46,Sat May 5 2001,15:00,BST/+0100,York City,1-0,Kidderminster Harriers,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Barnet FC,2-3,Torquay United,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Carlisle United,0-0,Hull City,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Cheltenham Town,2-1,Southend United,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Chesterfield FC,3-0,Halifax Town,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Darlington FC,1-3,Blackpool FC,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Exeter City,0-0,Lincoln City,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Hartlepool United,3-1,Cardiff City,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Macclesfield Town,0-2,Leyton Orient,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Mansfield Town,1-0,Scunthorpe United,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Plymouth Argyle,0-0,Rochdale AFC,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Shrewsbury Town,3-0,Brighton & Hove Albion,2001-05-05T14:00Z
43,Tue May 8 2001,19:45,BST/+0100,Southend United,3-1,Mansfield Town,2001-05-08T18:45Z
